line,title,author,cited_num,relate,reverse_relate
The nature of near-wall convection velocity in turbulent channel flow,The nature of near-wall convection velocity in turbulent channel flow,J Chen,2,100.00%,100.00%
Compressibility effects in turbulent boundary layers,Compressibility effects in turbulent boundary layers,,7,100.00%,100.00%
Dating the time of viral subtype divergence,Dating the time of viral subtype divergence,JD O'Brien,8,100.00%,100.00%
Key residue-dominated protein folding dynamics,Key residue-dominated protein folding dynamics,XQ Yao,13,100.00%,100.00%
Computational evaluation of TIS annotation for prokaryotic genomes,Computational evaluation of TIS annotation for prokaryotic genomes,GQ Hu X Zheng LN Ju,15,100.00%,100.00%
A dynamic Bayesian network approach to protein secondary structure prediction,A dynamic Bayesian network approach to protein secondary structure prediction,XQ Yao,48,100.00%,100.00%
ProTISA: a comprehensive resource for translation initiation site annotation in prokaryotic genomes,ProTISA: a comprehensive resource for translation initiation site annotation in prokaryotic genomes,GQ Hu X Zheng,28,100.00%,100.00%
Numerical studies of scaling exponents in compressible wall-bounded turbulence,[CITATION][C] Numerical Studies of Scaling Exponents in Compressible Wall-Bounded Turbulence,K Chen,0,33.33%,30.00%
MED: a new non-supervised gene prediction algorithm for bacterial and archaeal genomes,MED: a new non-supervised gene prediction algorithm for bacterial and archaeal genomes,GQ Hu,55,100.00%,100.00%
Tree and rate estimation by local evaluation of heterochronous nucleotide data,Tree and rate estimation by local evaluation of heterochronous nucleotide data,JD O'brien X Zheng,20,100.00%,100.00%
Towards a complex system approach for the study of turbulence,Towards a complex system approach for the study of turbulence,,5,100.00%,100.00%
Tree and Rate Estimation by Local Evaluation of Heterochronous Nucleotide Data,Tree and rate estimation by local evaluation of heterochronous nucleotide data,JD O'brien X Zheng,20,36.36%,36.36%
Hierarchical structures in a turbulent free shear flow,Hierarchical structures in a turbulent free shear flow,H Gong JK Liu,13,100.00%,100.00%
Hierarchical structure analysis describing abnormal base composition of genomes,Hierarchical structure analysis describing abnormal base composition of genomes,Z Ouyang JK Liu,2,100.00%,100.00%
Scaling and hierarchical structures in DNA sequences,Scaling and hierarchical structures in DNA sequences,Z Ouyang,20,100.00%,100.00%
Accuracy improvement for identifying translation initiation sites in microbial genomes,Accuracy improvement for identifying translation initiation sites in microbial genomes,GQ Hu ZQ Ouyang,56,100.00%,100.00%
Multivariate Entropy Distance Method for Prokaryotic Gene Identiˉcation,Multivariate entropy distance method for prokaryotic gene identification,Z Ouyang,23,25.00%,25.00%
Measuring intermittency parameters of energy cascade in turbulence,Measuring intermittency parameters of energy cascade in turbulence,L Li,9,100.00%,100.00%
Hierarchical structure description of intermittent structures of turbulence,Hierarchical structure description of intermittent structures of turbulence,L Liu,17,100.00%,100.00%
Hierarchical structures in a turbulent pipe flow,Hierarchical structures in a turbulent pipe flow,,5,100.00%,100.00%
Scaling in three-dimensional and quasi-two dimensional rotating turbulent flows,Scaling in three-dimensional and quasi-two-dimensional rotating turbulent flows,CN Baroud HL Swinney,96,77.78%,87.50%
Hierarchical structures in spatially extended systems,Hierarchical structures in spatially extended systems,J Liu XT He,5,100.00%,100.00%
A Preliminary Study to the Origin and Evolution of ARS-CoV,[CITATION][C] A Preliminary Study to the Origin and Evolution of SARS-Cov,Z Ouyang,1,90.00%,81.82%
A systematic study of spirals and spiral turbulence in a reaction-di.usion system,A systematic study of spirals and spiral turbulence in a reaction-diffusion system,H Guo J Liu,18,91.67%,91.67%
Hierarchical structures in climate and atmospheric turbulence,Hierarchical structures in climate and atmospheric turbulence,J Chen,11,100.00%,100.00%
Extended self-similarity and hierarchical structure in turbulence,Extended self-similarity and hierarchical structure in turbulence,,12,100.00%,100.00%
Anomalous self-similarity in a turbulent rapidly rotating fluid,Anomalous self-similarity in a turbulent rapidly rotating fluid,CN Baroud HL Swinney,106,100.00%,100.00%
Scalings and structures in turbulent Couette-Taylor flow,Scalings and structures in turbulent Couette-Taylor flow,K Ren HL Swinney,43,100.00%,100.00%
Scaling and hierarchial structures in turbulence,Intermittency in fully developed turbulence: Log-Poisson statistics and generalized scale covariance,B Dubrulle,430,33.33%,18.18%
A mathematical model for synergistic eukaryotic gene activation,A mathematical model for synergistic eukaryotic gene activation,,46,100.00%,100.00%
The universal law of cascade of turbulent fluctuations,Universal law of cascade of turbulent fluctuations,,32,75.00%,85.71%
Hierarchical structure and scalings in turbulence,Hierarchical Structures and Scalings in Turbulence [J],,28,50.00%,42.86%
Cascade structures and scaling ezponents in a dynamical model of turbulence: Measurements and comparison,Cascade structures and scaling exponents in a dynamical model of turbulence: Measurements and comparison,E Leveque,38,92.86%,92.86%
Scaling and relative scaling in Navier-Stokes turbulence,Scalings and relative scalings in the Navier-Stokes turbulence,S Chen,77,71.43%,62.50%
Viscous e.ects on inertial range scalings in a dynamical model of turbulence,Molecular diffusion and viscous effects on concentration statistics in grid turbulence,,38,25.00%,27.27%
Quantized energy cascade and Log-Poisson statistics in fully developed turbulence,Quantized energy cascade and log-Poisson statistics in fully developed turbulence,,364,90.00%,90.00%
Universal scaling laws in fully developed turbulence,Universal scaling laws in fully developed turbulence,E Leveque,1231,100.00%,100.00%
Constrained Euler system for Navier-Stokes turbulence,Constrained euler system for Navier-Stokes turbulence,,58,83.33%,83.33%
On the statistical correlations between the velocity increments and the local dissipation rate,On statistical correlations between velocity increments and locally averaged dissipation in homogeneous turbulence,S Chen,226,61.54%,61.54%
On the universal form of energy spectra of fully developed turbulence,On the universal form of energy spectra in fully developed turbulence,,76,90.91%,100.00%
Reynolds number dependence of isotropic Navier-Stokes turbulence,Reynolds number dependence of isotropic Navier-Stokes turbulence,S Chen,100,100.00%,100.00%
Far dissipation range of turbulence,Far-dissipation range of turbulence,S Chen,102,60.00%,75.00%
Exponential attractors and their relevance to fluid mechanics systems,Exponential attractors and their relevance to fluid dynamics systems,,23,88.89%,88.89%
Fundamental turbulence measurements by RELIEFf flow tagging,Fundamental turbulence measurements by RELIEF flow tagging,B Zhang,57,85.71%,85.71%
The inviscid Burgers equation with initial data of Brownian type,The inviscid Burgers equation with initial data of Brownian type,E Aurell U Frisch,189,100.00%,100.00%
Symmetry-breaking homoclinic chaos and vorticity bursts in periodic navier-stokeds flows,Symmetry-breaking homoclinic chaos and vorticity bursts in periodic Navier-Stokes flows,,12,90.00%,90.00%
Phenomenological theory of probability distributions in turbulence,Phenomenological theory of probability distributions in turbulence,S Balachandar,17,100.00%,100.00%
Physical model of intermittency in turbulence: near dissipation range non-gaussian statistics,Physical model of intermittency in turbulence: near-dissipation-range non-Gaussian statistics,,89,63.64%,77.78%
Physical model of intermittency in turbulence: inertial range non-gaussian statistics,Physical model of intermittency in turbulence: Inertial-range non-Gaussian statistics,,91,70.00%,77.78%
Intermittency and non-gaussian statistics in turbulence,Intermittency and non-Gaussian statistics in turbulence,,55,83.33%,83.33%
On the PDF of velocity gradient in fully developed turbulence,The numerical computation of turbulent flows,BE Launder,12837,10.00%,16.67%
A case study in parallel computing: homogeneous turbulence on a hypercube,A case study in parallel computing: I. Homogeneous turbulence on a hypercube,,44,90.91%,83.33%
Structure and dynamics of homogeneous turbulence: models and simulations,Structure and dynamics of homogeneous turbulence: models and simulations,,247,100.00%,100.00%
Vortex Structure and Dynamics in turbulence,Vortex structure and dynamics in turbulence,,9,66.67%,66.67%
Intermittent vortex structures in homogeneous isotropic turbulence,Intermittent vortex structures in homogeneous isotropic,,456,85.71%,100.00%
On the scaling laws of thermal turbulent convection,On the scaling laws of thermal turbulent convection,,27,100.00%,100.00%
On the scaling laws of thermal turbulent convection,On the scaling laws of thermal turbulent convection,,27,100.00%,100.00%
Generation of large scale structures in three dimensional flow lacking parity invariance,Generation of large-scale structures in threedimensional flow lacking parity-invariance,U Frisch,79,50.00%,66.67%
Optimal initial condition for lattice gas hydrodynamics,Optimal initial condition for lattice-gas hydrodynamics,S Chen,19,71.43%,83.33%
Deviations from the classical Kolmogorov theory of the inertial range of homogeneous turbulence,Deviations from the classical Kolmogorov theory of the inertial range of homogeneous turbulence,,27,100.00%,100.00%
Space-time correlations in turbulence: kinematical vs. dynamical effects,Space‐time correlations in turbulence: Kinematical versus dynamical effects,,66,62.50%,62.50%
Multi-scaling Hierarchical Structure Analysis of the Sequence of E. coli Complete Genome,Multi-scaling hierarchical structure analysis on the sequence of E. coli complete genome,K Ren,6,41.67%,50.00%
large-scale properties of the random force driven Burger's equation,"Long-time, large-scale properties of the random-force–driven Burgers equation",,44,55.56%,62.50%
Scale Dependent Intermittency and coherence in turbulence,Scale-dependent intermittency and coherence in turbulence,,80,57.14%,66.67%
A new large scaleinstability in three dimensional incompressible flows lacking parity invariance,A new large-scale instability in three-dimensional incompressible flows lacking parity-invariance,U Frisch,8,50.00%,60.00%
Metastability and vortex pairing in the Kolmogorov flow,Metastability and vortex pairing in the Kolmogorov flow,,66,100.00%,100.00%
Accuracy improvement for identifying translation initiation sites in microbial genomes,Accuracy improvement for identifying translation initiation sites in microbial genomes,GQ Hu ZQ Ouyang,56,100.00%,100.00%
Multivariate Entropy Distance Method for Prokaryotic Gene Identiˉcation,Multivariate entropy distance method for prokaryotic gene identification,Z Ouyang,23,25.00%,25.00%
Measuring intermittency parameters of energy cascade in turbulence,Measuring intermittency parameters of energy cascade in turbulence,L Li,9,100.00%,100.00%
Hierarchical structure description of intermittent structures of turbulence,Hierarchical structure description of intermittent structures of turbulence,L Liu,17,100.00%,100.00%
Hierarchical structures in a turbulent pipe flow,Hierarchical structures in a turbulent pipe flow,,5,100.00%,100.00%
Scaling in three-dimensional and quasi-two dimensional rotating turbulent flows,Scaling in three-dimensional and quasi-two-dimensional rotating turbulent flows,CN Baroud HL Swinney,96,77.78%,87.50%
Hierarchical structures in spatially extended systems,Hierarchical structures in spatially extended systems,J Liu XT He,5,100.00%,100.00%
A Preliminary Study to the Origin and Evolution of ARS-CoV,[CITATION][C] A Preliminary Study to the Origin and Evolution of SARS-Cov,Z Ouyang,1,90.00%,81.82%
A systematic study of spirals and spiral turbulence in a reaction-di.usion system,A systematic study of spirals and spiral turbulence in a reaction-diffusion system,H Guo J Liu,18,91.67%,91.67%
Hierarchical structures in climate and atmospheric turbulence,Hierarchical structures in climate and atmospheric turbulence,J Chen,11,100.00%,100.00%
Extended self-similarity and hierarchical structure in turbulence,Extended self-similarity and hierarchical structure in turbulence,,12,100.00%,100.00%
Anomalous self-similarity in a turbulent rapidly rotating fluid,Anomalous self-similarity in a turbulent rapidly rotating fluid,CN Baroud HL Swinney,106,100.00%,100.00%
Scalings and structures in turbulent Couette-Taylor flow,Scalings and structures in turbulent Couette-Taylor flow,K Ren HL Swinney,43,100.00%,100.00%
Scaling and hierarchial structures in turbulence,Intermittency in fully developed turbulence: Log-Poisson statistics and generalized scale covariance,B Dubrulle,430,33.33%,18.18%
A mathematical model for synergistic eukaryotic gene activation,A mathematical model for synergistic eukaryotic gene activation,,46,100.00%,100.00%
The universal law of cascade of turbulent fluctuations,Universal law of cascade of turbulent fluctuations,,32,75.00%,85.71%
Hierarchical structure and scalings in turbulence,Hierarchical Structures and Scalings in Turbulence [J],,28,50.00%,42.86%
Cascade structures and scaling ezponents in a dynamical model of turbulence: Measurements and comparison,Cascade structures and scaling exponents in a dynamical model of turbulence: Measurements and comparison,E Leveque,38,92.86%,92.86%
Scaling and relative scaling in Navier-Stokes turbulence,Scalings and relative scalings in the Navier-Stokes turbulence,S Chen,77,71.43%,62.50%
Viscous e.ects on inertial range scalings in a dynamical model of turbulence,Molecular diffusion and viscous effects on concentration statistics in grid turbulence,,38,25.00%,27.27%
Quantized energy cascade and Log-Poisson statistics in fully developed turbulence,Quantized energy cascade and log-Poisson statistics in fully developed turbulence,,364,90.00%,90.00%
Universal scaling laws in fully developed turbulence,Universal scaling laws in fully developed turbulence,E Leveque,1231,100.00%,100.00%
Constrained Euler system for Navier-Stokes turbulence,Constrained euler system for Navier-Stokes turbulence,,58,83.33%,83.33%
On the statistical correlations between the velocity increments and the local dissipation rate,On statistical correlations between velocity increments and locally averaged dissipation in homogeneous turbulence,S Chen,226,61.54%,61.54%
On the universal form of energy spectra of fully developed turbulence,On the universal form of energy spectra in fully developed turbulence,,76,90.91%,100.00%
Reynolds number dependence of isotropic Navier-Stokes turbulence,Reynolds number dependence of isotropic Navier-Stokes turbulence,S Chen,100,100.00%,100.00%
Far dissipation range of turbulence,Far-dissipation range of turbulence,S Chen,102,60.00%,75.00%
Exponential attractors and their relevance to fluid mechanics systems,Exponential attractors and their relevance to fluid dynamics systems,,23,88.89%,88.89%
Fundamental turbulence measurements by RELIEFf flow tagging,Fundamental turbulence measurements by RELIEF flow tagging,B Zhang,57,85.71%,85.71%
The inviscid Burgers equation with initial data of Brownian type,The inviscid Burgers equation with initial data of Brownian type,E Aurell U Frisch,189,100.00%,100.00%
Symmetry-breaking homoclinic chaos and vorticity bursts in periodic navier-stokeds flows,Symmetry-breaking homoclinic chaos and vorticity bursts in periodic Navier-Stokes flows,,12,90.00%,90.00%
Phenomenological theory of probability distributions in turbulence,Phenomenological theory of probability distributions in turbulence,S Balachandar,17,100.00%,100.00%
Physical model of intermittency in turbulence: near dissipation range non-gaussian statistics,Physical model of intermittency in turbulence: near-dissipation-range non-Gaussian statistics,,89,63.64%,77.78%
Physical model of intermittency in turbulence: inertial range non-gaussian statistics,Physical model of intermittency in turbulence: Inertial-range non-Gaussian statistics,,91,70.00%,77.78%
Intermittency and non-gaussian statistics in turbulence,Intermittency and non-Gaussian statistics in turbulence,,55,83.33%,83.33%
On the PDF of velocity gradient in fully developed turbulence,The numerical computation of turbulent flows,BE Launder,12837,10.00%,16.67%
A case study in parallel computing: homogeneous turbulence on a hypercube,A case study in parallel computing: I. Homogeneous turbulence on a hypercube,,44,90.91%,83.33%
Structure and dynamics of homogeneous turbulence: models and simulations,Structure and dynamics of homogeneous turbulence: models and simulations,,247,100.00%,100.00%
Vortex Structure and Dynamics in turbulence,Vortex structure and dynamics in turbulence,,9,66.67%,66.67%
Intermittent vortex structures in homogeneous isotropic turbulence,Intermittent vortex structures in homogeneous isotropic,,456,85.71%,100.00%
On the scaling laws of thermal turbulent convection,On the scaling laws of thermal turbulent convection,,27,100.00%,100.00%
On the scaling laws of thermal turbulent convection,On the scaling laws of thermal turbulent convection,,27,100.00%,100.00%
Generation of large scale structures in three dimensional flow lacking parity invariance,Generation of large-scale structures in threedimensional flow lacking parity-invariance,U Frisch,79,50.00%,66.67%
Optimal initial condition for lattice gas hydrodynamics,Optimal initial condition for lattice-gas hydrodynamics,S Chen,19,71.43%,83.33%
Deviations from the classical Kolmogorov theory of the inertial range of homogeneous turbulence,Deviations from the classical Kolmogorov theory of the inertial range of homogeneous turbulence,,27,100.00%,100.00%
Space-time correlations in turbulence: kinematical vs. dynamical effects,Space‐time correlations in turbulence: Kinematical versus dynamical effects,,66,62.50%,62.50%
Multi-scaling Hierarchical Structure Analysis of the Sequence of E. coli Complete Genome,Multi-scaling hierarchical structure analysis on the sequence of E. coli complete genome,K Ren,6,41.67%,50.00%
large-scale properties of the random force driven Burger's equation,"Long-time, large-scale properties of the random-force–driven Burgers equation",,44,55.56%,62.50%
Scale Dependent Intermittency and coherence in turbulence,Scale-dependent intermittency and coherence in turbulence,,80,57.14%,66.67%
A new large scaleinstability in three dimensional incompressible flows lacking parity invariance,A new large-scale instability in three-dimensional incompressible flows lacking parity-invariance,U Frisch,8,50.00%,60.00%
Metastability and vortex pairing in the Kolmogorov flow,Metastability and vortex pairing in the Kolmogorov flow,,66,100.00%,100.00%
Large scale flow driven by the Anisotropic Kinetic Alpha effect,Large-scale flow driven by the anisotropic kinetic alpha effect,U Frisch,191,50.00%,55.56%
Viscoelastic behaviour of cellular solutions to the Kuramoto Sivashinsky model,Viscoelastic behaviour of cellular solutions to the Kuramoto-Sivashinsky model,U Frisch O Thual,189,80.00%,88.89%
Transition zone effect on the thermal non-equilibrium and plasma condensation in solar coronal loops,Transition zone effects on thermal non-equilibrium and plasma condensation in solar coronal loops,,10,85.71%,92.31%
Frequency-Domain Model of Longitudinal Mode Interaction in Semiconductor Ring Lasers,Frequency-domain model of longitudinal mode interaction in semiconductor ring lasers,YLD Ho Z Wang,15,20.00%,20.00%
Influence of wave-front aberrations on bit error rate in inter-satellite laser communications,Influence of wave-front aberrations on bit error rate in inter-satellite laser communications,,9,100.00%,100.00%
Output Coupling and Spectral Control in 1550-nm Micro-Disc Lasers Using Defects on the Rim,Output coupling and spectral control in 1550-nm micro-disc lasers using defects on the rim,M Sorel Z Wang,2,42.86%,42.86%
Research on real time detection of departure angle for the laser beam through atmospheric channels,Research on real time detection of departure angle for the laser beam through atmospheric channels,,1,100.00%,100.00%
Influence of temperature gradient at the reflectors on the bit-error rate in periscope laser communication systems in the presence of platform vibrations,Influence of temperature gradient at the reflectors on the bit-error rate in periscope laser communication systems in the presence of platform vibrations,,1,100.00%,100.00%
Statistical distribution of fiber-coupling efficiency in the satellite-to-ground downlink,Statistical distribution of fiber-coupling efficiency in the satellite-to-ground downlink,,6,100.00%,100.00%
Analytical expression and optimization of spatial acquisition for intersatellite optical communications,Analytical expression and optimization of spatial acquisition for intersatellite optical communications,,9,100.00%,100.00%
Space radiation effect on EDFA for inter-satellite optical communication,Space radiation effect on EDFA for inter-satellite optical communication,,16,100.00%,100.00%
Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,,45,100.00%,100.00%
Error-Free 10Gb/s All-Optical Switching Based on a Bidirectional SRL With Miniaturized Retro-Reflector Cavity,Error-free 10-Gb/s all-optical switching based on a bidirectional SRL with miniaturized retro-reflector cavity,Z Wang,6,23.08%,23.08%
Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,,7,100.00%,100.00%
Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,,0,100.00%,100.00%
Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,,2,100.00%,100.00%
Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,F Zhao,13,100.00%,100.00%
"Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications","Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications",,40,100.00%,100.00%
Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach-Zehnder interferometer demodulation,Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach–Zehnder interferometer demodulation,F Zhao,5,93.33%,93.33%
An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,S Yu,0,100.00%,100.00%
Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser communication links,Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser …,F Zhao,2,85.00%,94.44%
Bulk acoustic wave delay line in acoustic superlattice,Bulk acoustic wave delay line in acoustic superlattice,MH Lu,7,100.00%,100.00%
Generation and Modulation of Tunable mm-Wave Optical Signals Using Semiconductor Ring Laser,Generation and modulation of tunable mm-wave optical signals using semiconductor ring laser,MI Memon Z Wang,33,25.00%,25.00%
Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,W Xie,43,100.00%,100.00%
Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,,34,100.00%,100.00%
Modulation Bandwidth Enhancement in Optical Injection-Locked Semiconductor Ring Laser,Modulation bandwidth enhancement in optical injection-locked semiconductor ring laser,MI Memon Z Wang,12,22.22%,22.22%
Characterization of All-Optical Regeneration Potentials of a Bistable Semiconductor Ring Laser,Characterization of all-optical regeneration potentials of a bistable semiconductor ring laser,MI Memon Z Wang,22,36.36%,36.36%
Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method,Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method.,,36,94.74%,94.74%
All-Optical Label Swapping Using Bistable Semiconductor Ring Laser in an Optical Switching Node,All-optical label swapping using bistable semiconductor ring laser in an optical switching node,I Memon,29,15.38%,15.38%
Plane wave coupling into single-mode fiber in the presence of random angular jitter,Plane wave coupling into single-mode fiber in the presence of random angular jitter,F Zhao,11,100.00%,100.00%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
Bistability and Switching Properties of Semiconductor Ring Lasers With External Optical Injection,Bistability and switching properties of semiconductor ring lasers with external optical injection,S Yu,53,25.00%,25.00%
Integrated Small-Sized Semiconductor Ring Laser With Novel Retro-Reflector Cavity,Integrated small-sized semiconductor ring laser with novel retro-reflector cavity,Z Wang,34,11.11%,11.11%
Storing 2 Bits of Information in a Novel Single Semiconductor Microring Laser Memory Cell (Citations: 9),Storing 2 bits of information in a novel single semiconductor microring laser memory cell,Z Wang,40,31.25%,35.71%
Measurement of optical intensity fluctuation over an 11.8 km turbulent path,Measurement of optical intensity fluctuation over an 11.8 km turbulent path,,44,100.00%,100.00%
Dynamic Switching Response of Semiconductor Ring Lasers to NRZ and RZ Injection Signals,Dynamic switching response of semiconductor ring lasers to NRZ and RZ injection signals,Z Wang S Yu,8,46.15%,46.15%
Theoretical and Experimental Studies on Bistability in Semiconductor Ring Lasers With Two Optical Injections,Theoretical and experimental studies on bistability in semiconductor ring lasers with two optical injections,Z Wang MI Memon,18,28.57%,28.57%
Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,,50,100.00%,100.00%
Lasing Mode Hysteresis Characteristics in Semiconductor Ring Lasers,Lasing mode hysteresis characteristics in semiconductor ring lasers,C Born Z Wang M Sorel,9,25.00%,25.00%
Directional Bistability in Novel Semiconductor Ring Lasers With Retro-Reflector Microcavity,Directional bistability in novel semiconductor ring lasers with retro-reflector microcavity,Z Wang S Yu,10,20.00%,20.00%
Injection Locking and Switching Operations of a Novel Retro-Reflector-Cavity-Based Semiconductor Micro-Ring Laser,Injection locking and switching operations of a novel retro-reflector-cavity-based semiconductor micro-ring laser,Z Wang,12,33.33%,33.33%
Nonlinear Gain in Semiconductor Ring Lasers,Nonlinear gain in semiconductor ring lasers,C Born Z Wang S Yu,16,33.33%,33.33%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
Angled-Facet Spot-Size-Converter Integrated Semiconductor Optical Amplifiers Using Asymmetric Twin Waveguide Technology,Angled-facet spot-size-converter integrated semiconductor optical amplifiers using asymmetric twin waveguide technology,S Yu,4,0.00%,0.00%
Numerical Analysis of Polarization Splitter Based on Vertically Coupled Microring Resonator,Numerical analysis of polarization splitter based on vertically coupled microring resonator,X Zhang,29,27.27%,27.27%
Analysis of Dynamic Switching Behavior of Bistable Semiconductor Ring Lasers Triggered by Resonant Optical Pulse Injection,Analysis of dynamic switching behavior of bistable semiconductor ring lasers triggered by resonant optical pulse injection,S Yu,41,25.00%,25.00%
Analytical expression and optimization of spatial acquisition for intersatellite optical communications,Analytical expression and optimization of spatial acquisition for intersatellite optical communications,,9,100.00%,100.00%
Space radiation effect on EDFA for inter-satellite optical communication,Space radiation effect on EDFA for inter-satellite optical communication,,16,100.00%,100.00%
Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,,45,100.00%,100.00%
Error-Free 10Gb/s All-Optical Switching Based on a Bidirectional SRL With Miniaturized Retro-Reflector Cavity,Error-free 10-Gb/s all-optical switching based on a bidirectional SRL with miniaturized retro-reflector cavity,Z Wang,6,23.08%,23.08%
Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,,7,100.00%,100.00%
Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,,0,100.00%,100.00%
Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,,2,100.00%,100.00%
Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,F Zhao,13,100.00%,100.00%
"Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications","Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications",,40,100.00%,100.00%
Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach-Zehnder interferometer demodulation,Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach–Zehnder interferometer demodulation,F Zhao,5,93.33%,93.33%
An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,S Yu,0,100.00%,100.00%
Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser communication links,Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser …,F Zhao,2,85.00%,94.44%
Bulk acoustic wave delay line in acoustic superlattice,Bulk acoustic wave delay line in acoustic superlattice,MH Lu,7,100.00%,100.00%
Generation and Modulation of Tunable mm-Wave Optical Signals Using Semiconductor Ring Laser,Generation and modulation of tunable mm-wave optical signals using semiconductor ring laser,MI Memon Z Wang,33,25.00%,25.00%
Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,W Xie,43,100.00%,100.00%
Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,,34,100.00%,100.00%
Modulation Bandwidth Enhancement in Optical Injection-Locked Semiconductor Ring Laser,Modulation bandwidth enhancement in optical injection-locked semiconductor ring laser,MI Memon Z Wang,12,22.22%,22.22%
Characterization of All-Optical Regeneration Potentials of a Bistable Semiconductor Ring Laser,Characterization of all-optical regeneration potentials of a bistable semiconductor ring laser,MI Memon Z Wang,22,36.36%,36.36%
Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method,Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method.,,36,94.74%,94.74%
All-Optical Label Swapping Using Bistable Semiconductor Ring Laser in an Optical Switching Node,All-optical label swapping using bistable semiconductor ring laser in an optical switching node,I Memon,29,15.38%,15.38%
Plane wave coupling into single-mode fiber in the presence of random angular jitter,Plane wave coupling into single-mode fiber in the presence of random angular jitter,F Zhao,11,100.00%,100.00%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
Bistability and Switching Properties of Semiconductor Ring Lasers With External Optical Injection,Bistability and switching properties of semiconductor ring lasers with external optical injection,S Yu,53,25.00%,25.00%
Integrated Small-Sized Semiconductor Ring Laser With Novel Retro-Reflector Cavity,Integrated small-sized semiconductor ring laser with novel retro-reflector cavity,Z Wang,34,11.11%,11.11%
