line,title,author,cited_num,relate,reverse_relate
Robust fault detection for networked systems with distributed sensors,Robust fault detection for networked systems with distributed sensors,X He,61,100.00%,100.00%
Bounded H-infinity synchronization and state estimation for discrete time-varying stochastic complex networks over a finite-horizon,Robust  Filtering for Markovian Jump Systems With Randomly Occurring Nonlinearities and Sensor Saturation: The Finite-Horizon Case,H Dong Z Wang,208,13.33%,11.76%
Error-constrained filtering for a class of nonlinear time-varying delay systems with non-Gaussian noises,Error-constrained filtering for a class of nonlinear time-varying delay systems with non-Gaussian noises,Z Wang B Shen,23,100.00%,100.00%
Robust H-infinity feedback control for uncertain stochastic delayed genetic regulatory networks with additive and multiplicative noise,Robust H∞ feedback control for uncertain stochastic delayed genetic regulatory networks with additive and multiplicative noise,W Pan Z Wang H Gao,15,93.75%,93.75%
Robust H-infinity finite-horizon filtering with randomly occurred nonlinearities and quantization effects,Robust H∞ finite-horizon filtering with randomly occurred nonlinearities and quantization effects,B Shen Z Wang,127,90.91%,90.91%
On multistability of delayed genetic regulatory networks with multivariable regulation functions,On multistability of delayed genetic regulatory networks with multivariable regulation functions,W Pan Z Wang H Gao,24,100.00%,100.00%
Distributed consensus H-infinity filtering in sensor networks with multiple missing measurements: the finite-horizon case,Distributed average filtering for sensor networks with sensor saturation,F Yang,38,42.86%,55.56%
Robust H-infinity fuzzy output-feedback control with multiple probabilistic delays and multiple missing measurements,Reliable control for networked control systems with probabilistic sensors and actuators faults,D Yue C Peng,78,38.46%,33.33%
Observer-based H-infinity control for systems with repeated scalar nonlinearities and multiple packet losses,Observer‐based H∞ control for systems with repeated scalar nonlinearities and multiple packet losses,H Dong Z Wang H Gao,42,84.62%,84.62%
Robust H-infinity finite-horizon control for a class of stochastic nonlinear time-varying systems subject to sensor and actuator saturations,Robust  Filtering for Markovian Jump Systems With Randomly Occurring Nonlinearities and Sensor Saturation: The Finite-Horizon Case,H Dong Z Wang,208,16.67%,17.65%
Exponential stabilization of a class of stochastic system with Markovian jump parameters and mode-dependent mixed time-delays,Exponential stabilization of a class of stochastic system with Markovian jump parameters and mode-dependent mixed time-delays,Z Wang X Liu,210,100.00%,100.00%
On robust stability of stochastic genetic regulatory networks with time-delays: a delay fractioning approach,On robust stability of stochastic genetic regulatory networks with time delays: a delay fractioning approach,Z Wang,64,92.86%,86.67%
On passivity and passification of stochastic fuzzy systems with delays: the discrete-time case,On passivity and passification of stochastic fuzzy systems with delays: the discrete-time case,Z Wang X Liu,64,100.00%,100.00%
Variance-constrained H-infinity filtering for nonlinear time-varying stochastic systems with multiple missing measurements: the finite-horizon case,Variance-Constrained  Filtering for a Class of Nonlinear Time-Varying Systems With Multiple Missing Measurements: The Finite-Horizon Case,H Dong Z Wang,110,6.67%,5.88%
A note on control of a class of discrete-time stochastic systems with distributed delays and nonlinear disturbances,A note on control of a class of discrete-time stochastic systems with distributed delays and nonlinear disturbances,Z Wang X Liu,116,100.00%,100.00%
Controllability of multi-agent systems with time-delay in state and switching topology,Controllability of multi-agent systems with time-delay in state and switching topology,Z Wang H Lin,83,100.00%,100.00%
Global synchronization for discrete-time stochastic complex networks with randomly occurred nonlinearities and mixed time-delays,Global synchronization for discrete-time stochastic complex networks with randomly occurred nonlinearities and mixed time delays,Z Wang,382,92.86%,86.67%
Reliable H-infinity control for discrete-time piecewise linear systems with infinite distributed delays,Reliable H∞ control for discrete-time piecewise linear systems with infinite distributed delays,Z Wang,109,91.67%,91.67%
Interconnection topologies for multi-agent coordination under leader-follower framework,Interconnection topologies for multi-agent coordination under leader–follower framework,Z Wang H Lin,134,87.50%,87.50%
Robust fault detection for networked systems with communication delay and data missing,Robust fault detection for networked systems with communication delay and data missing,X He Z Wang,218,100.00%,100.00%
An extended Kalman filtering approach to modelling nonlinear dynamic gene regulatory networks via short gene expression time series,An extended Kalman filtering approach to modeling nonlinear dynamic gene regulatory networks via short gene expression time series,Z Wang X Liu V Vinciotti,117,94.44%,94.44%
Robust filtering for stochastic genetic regulatory networks with time-varying delay,Robust filtering for stochastic genetic regulatory networks with time-varying delay,Z Wang X Liu,55,100.00%,100.00%
Stability and synchronization of discrete-time Markovian jumping neural networks with mixed mode-dependent time-delays,Stability and synchronization of discrete-time Markovian jumping neural networks with mixed mode-dependent time delays,Z Wang X Liu,244,92.31%,85.71%
State estimation for coupled uncertain stochastic networks with missing measurements and time-varying delays: the discrete-time case,State estimation for coupled uncertain stochastic networks with missing measurements and time-varying delays: the discrete-time case,Z Wang X Liu,162,100.00%,100.00%
Robust H-infinity filtering for time-delay systems with probabilistic sensor faults,Reliable H∞ filter design for T–S fuzzy model‐based networked control systems with random sensor failure,D Yue,70,40.00%,26.67%
H-infinity filtering for nonlinear discrete-time stochastic systems with randomly varying sensor delays,H∞ filtering for nonlinear discrete-time stochastic systems with randomly varying sensor delays,B Shen Z Wang,139,91.67%,91.67%
Global synchronization for delayed complex networks with randomly occurred nonlinearities and multiple stochastic disturbances,Global synchronization for delayed complex networks with randomly occurring nonlinearities and multiple stochastic disturbances,Z Wang,97,92.86%,92.86%
H-infinity fuzzy control for systems with repeated scalar nonlinearities and random packet losses,Variance-Constrained  Filtering for a Class of Nonlinear Time-Varying Systems With Multiple Missing Measurements: The Finite-Horizon Case,H Dong Z Wang,110,7.69%,5.88%
Robust H-infinity control for a class of nonlinear discrete time-delay stochastic systems with missing measurements,Robust H∞ control for a class of nonlinear discrete time-delay stochastic systems with missing measurements,Z Wang X Liu,369,93.33%,93.33%
Robust filtering with stochastic nonlinearities and multiple missing measurements,Robust filtering with stochastic nonlinearities and multiple missing measurements,Z Wang,210,100.00%,100.00%
Robust filtering with randomly varying sensor delay: the finite-horizon case,Robust filtering with randomly varying sensor delay: the finite-horizon case,F Yang Z Wang X Liu,61,100.00%,100.00%
Pinning control of fractional-order weighted complex networks,Pinning control of fractional-order weighted complex networks,Y Tang Z Wang,114,100.00%,100.00%
Observer-based networked control for continuous-time systems with random sensor delays,Observer-based networked control for continuous-time systems with random sensor delays,Z Wang F Yang,204,100.00%,100.00%
Filtering for networked stochastic time-delay systems with sector nonlinearity,Filtering for networked stochastic time-delay systems with sector nonlinearity,Z Wang X He,47,100.00%,100.00%
State estimation for jumping recurrent neural networks with discrete and distributed delays,State estimation for jumping recurrent neural networks with discrete and distributed delays,Z Wang X Liu,227,100.00%,100.00%
Asymptotic stability for neural networks with mixed time-delays: the discrete-time case,Asymptotic stability for neural networks with mixed time-delays: The discrete-time case,Z Wang X Liu,120,90.91%,90.91%
State estimation for discrete-time Markovian jumping neural networks with mixed mode-dependent delays,State estimation for discrete-time Markovian jumping neural networks with mixed mode-dependent delays,Z Wang X Liu,111,100.00%,100.00%
Filtering for nonlinear genetic regulatory networks with stochastic disturbances,Filtering for nonlinear genetic regulatory networks with stochastic disturbances,Z Wang,107,100.00%,100.00%
Robust synchronization of an array of coupled stochastic discrete-time delayed neural networks,Robust synchronization of an array of coupled stochastic discrete-time delayed neural networks,Z Wang X Liu,164,100.00%,100.00%
On nonlinear H-infinity filtering for discrete-time stochastic systems with missing measurements,Variance-Constrained  Filtering for a Class of Nonlinear Time-Varying Systems With Multiple Missing Measurements: The Finite-Horizon Case,H Dong Z Wang,110,9.09%,5.88%
Robust controller design for uncertain linear systems with circular pole constraints,Robust controller design for uncertain linear systems with circular pole constraints,C Xuemin,27,100.00%,100.00%
Temperature dependence of giant tunneling magnetoresistance in epitaxial Fe/MgO/Fe magnetic tunneling junctions,Temperature dependence of giant tunnel magnetoresistance in epitaxial Fe/MgO/Fe magnetic tunnel junctions,SG Wang GX Du C Wang,50,83.33%,83.33%
Structural characterization and temperature dependence of giant tunneling magnetoresistance in epitaxial Fe/MgO/Fe junctions,Temperature dependence of giant tunnel magnetoresistance in epitaxial Fe/MgO/Fe magnetic tunnel junctions,SG Wang GX Du C Wang,50,61.54%,66.67%
Structural and magnetic studies of Co layer in epitaxial grown Fe/Co bilayers,Structural and magnetic studies of Co layer in epitaxially grown  bilayers,SG Wang C Wang A Kohn S Lee,0,83.33%,83.33%
Evidence for FeO formation at the Fe/MgO interface in epitaxial TMR structure by x-ray photoelectron spectroscopy,Evidence for FeO formation at the Fe/MgO interface in epitaxial TMR structure by X-ray photoelectron spectroscopy,SG Wang GH Yu C Wang,70,93.75%,93.75%
Transmission electron microscopy study of the Fe(001)/MgO(001) interface for magnetic tunnel junctions,Transmission Electron Microscopy Study of the Fe(001)  MgO(001) Interface for Magnetic Tunnel Junctions,C Wang S Wang A Kohn,19,33.33%,28.57%
Species-based genetic algorithm for multiobjective optimization problems,A species conserving genetic algorithm for multimodal function optimization,GT Parks PJ Clarkson,424,57.14%,44.44%
Hybrid intelligentcontrolforregrindingprocessinhematitebeneficiation.,Hybrid intelligent control for regrinding process in hematite beneficiation,H Wang,9,50.00%,11.11%
UKF Based Nonlinear Filtering Using Minimum Entropy Criterion.,UKF based nonlinear filtering using minimum entropy criterion,H Wang,18,12.50%,12.50%
EEG characteristic analysis of coach bus drivers in fatigue state.,[CITATION][C] EEG characteristic analysis of coach bus drivers in fatigue state,,2,90.00%,81.82%
Application of volume rendering technique in dose 3D visualization,Application of volume rendering technique in dose 3D visualization,W Yu,0,100.00%,100.00%
Knowledge-based automatic extraction method of spinal cord in CT images,Method for automatically segmenting the spinal cord and canal from 3D CT images,L Nyúl,38,40.00%,30.77%
EEG-based expert system using complexity measures and probability density function control in alpha sub-band,EEG-based expert system using complexity measures and probability density function control in alpha sub-band,MH Wu,29,100.00%,100.00%
Design of new fault diagnosis and fault tolerant control scheme for non-Gaussian singular stochastic distribution systems.,Design of new fault diagnosis and fault tolerant control scheme for non-Gaussian singular stochastic distribution systems,H Wang,62,93.75%,93.75%
Robust satisfactory fault-tolerant control of continuous-time interval systems with time-varying state and input delays,Robust satisfactory fault‐tolerant control of continuous‐time interval systems with time‐varying state and input delays,H Wang Z Wang,5,78.57%,78.57%
A nonlinear control method based on ANFIS and multiple models for a class of SISO nonlinear systems and its application,A nonlinear control method based on ANFIS and multiple models for a class of SISO nonlinear systems and its application,H Wang,38,100.00%,100.00%
An Intelligent Mill Load Switching Control of the Pulverizing System for an Alumina Sintering Process,An intelligent mill load switching control of the pulverizing system for an alumina sintering process,CY Su H Wang,7,33.33%,33.33%
Data Based Virtual Un-modeled Dynamics Driven Multivariable Nonlinear Adaptive Switching Control,Data-based virtual unmodeled dynamics driven multivariable nonlinear adaptive switching control,H Wang CY Su,44,0.00%,0.00%
Data-based virtual unmodeled dynamics driven multivariable nonlinear adaptive switching control,Data-based virtual unmodeled dynamics driven multivariable nonlinear adaptive switching control,H Wang CY Su,44,100.00%,100.00%
ILC-Based Minimum Entropy Filter Design and Implementation for Non-Gaussian Stochastic Systems,ILC-based minimum entropy filter design and implementation for non-Gaussian stochastic systems,F Yang H Wang,13,18.18%,18.18%
Modeling Component Concentrations of Sodium Aluminate Solution Via Hammerstein Recurrent Neural Networks,Modeling component concentrations of sodium aluminate solution via Hammerstein recurrent neural networks,W Wang,8,25.00%,25.00%
Off-line Modelling for Product Quality Prediction of Mineral Processing Using Modelling Error PDF Shaping and Entropy Minimization,Offline modeling for product quality prediction of mineral processing using modeling error PDF shaping and entropy minimization,H Wang,45,23.53%,23.53%
An Adaptive Generalized Predictive Control Method for Nonlinear Systems Based on ANFIS and Multiple Models,An adaptive generalized predictive control method for nonlinear systems based on ANFIS and multiple models,H Wang,49,33.33%,33.33%
Applying a novel extended Kalman filter to missile-target interception with APN guidance law: a benchmark case study,Applying a novel extended Kalman filter to missile–target interception with APN guidance law: A benchmark case study,H Su H Wang,22,88.24%,94.12%
Communication performance analysis and comparison of two patterns for data exchange between nodes in WorldFIP fieldbus network,Communication performance analysis and comparison of two patterns for data exchange between nodes in WorldFIP fieldbus network,,4,100.00%,100.00%
Distribution function tracking filter design using hybrid characteristic functions,Distribution function tracking filter design using hybrid characteristic functions,H Wang,21,100.00%,100.00%
Iterative Learning Control of Singular Stochastic Distribution Model of Jet Flame Temperature Field,Numerical tools for analysis and solution of Fredholm integral equations of the first kind,PC Hansen,465,15.38%,14.29%
Minimum entropy control for a class of macro-micro robot based on ILC frame,Minimum entropy control for a class of macro-micro robot based on ILC frame,P Yang H Wang,0,100.00%,100.00%
Modelling a complex aero-engine using reduced order methods,Modeling a Complex Aero-Engine Using Reduced Order Models,X Dai H Wang,1,12.50%,12.50%
Shape control of conditional output probability density functions for linear stochastic systems with random parameters,Shape control of conditional output probability density functions for linear stochastic systems with random parameters,A Wang,1,100.00%,100.00%
The study of joint input and state estimation with Kalman filtering,The study of joint input and state estimation with Kalman filtering,H Su H Wang,14,100.00%,100.00%
A hybrid intelligent optimal control method for complex flotation process,A hybrid intelligent optimal control method for complex flotation process,H Wang,17,100.00%,100.00%
An ILC-Based Adaptive Control for General Stochastic Systems With Strictly Decreasing Entropy,An ILC-based adaptive control for general stochastic systems with strictly decreasing entropy,H Wang,29,16.67%,16.67%
Constrained PI tracking control for output probability distributions based on two-step neural networks,Constrained PI tracking control for output probability distributions based on two-step neural networks,H Wang,40,100.00%,100.00%
Data driven fault diagnosis and tolerant control,Data driven fault diagnosis and fault tolerant control: some advances and possible new directions,,104,114.29%,42.86%
Disturbance Attenuation in Fault Detection of Gas Turbine Engines: A Discrete Robust Observer Design,Disturbance attenuation in fault detection of gas turbine engines: A discrete robust observer design,X Dai Z Gao H Wang,25,28.57%,28.57%
Entropy Optimization Filtering for Fault Isolation of nonlinear Non-Gaussian Stochastic Systems,Entropy optimization filtering for fault isolation of nonlinear non-Gaussian stochastic systems,H Wang,42,36.36%,36.36%
Intelligent optimal-setting control for grinding circuits of mineral processing process,Intelligent optimal-setting control for grinding circuits of mineral processing process,H Wang,96,100.00%,100.00%
Neural Networks Based Probability density Function Control for Stochastic Systems,Neural Networks Based Probability Density Function Control for Stochastic Systems,H Wang,2,90.00%,90.00%
On the sensitivity of the control structure selection problem in large scale multivariable systems.,On the sensitivity of the control structure selection problem in large-scale multivariable systems,H Wang,4,78.57%,84.62%
The use of zero assignment for robust H_infinity fault detection filter design,Design of unknown input observers and robust fault detection filters,J Chen RJ Patton,665,33.33%,40.00%
Zero assignment for robust H_2/H_infinity fault detection filter design,[CITATION][C] Optimal Robust Fault Detection,,2,0.00%,0.00%
Design of a fault diagnosis scheme for a class of singular nonlinear systems.,Design of a fault diagnosis scheme for a class of singular nonlinear systems,H Wang,6,92.31%,92.31%
"Fault detection, diagnosis and tolerant control for non-gaussian stochastic distribution systems using a rational square-root approximation method","Fault detection, diagnosis and tolerant control for non-Gaussian stochastic distribution systems using a rational square-root approximation model",A Wang,22,88.24%,88.24%
Hybrid Intelligent Optimal Control Method for Operation of Complex Industrial Processes,[CITATION][C] Hybrid intelligent optimal control method for operation of complex industrial processes,H Wang,60,27.27%,25.00%
Reliable observer-based control against sensor failures for systems with time delays in both state and input,Reliable observer-based control against sensor failures for systems with time delays in both state and input,Z Gao H Wang,95,100.00%,100.00%
Robust fault diagnosis for non-Gaussian stochastic system based on the rational square-root approximation model.,Robust fault diagnosis for non-Gaussian stochastic systems based on the rational square-root approximation model,H Wang,17,85.71%,85.71%
High-gain estimator and fault-tolerant design with application to a gas turbine dynamic system,High-gain estimator and fault-tolerant design with application to a gas turbine dynamic system,Z Gao H Wang,77,100.00%,100.00%
Minimum entropy control of nonlinear ARMA systems over a communication network,Minimum entropy control of nonlinear ARMA systems over a communication network,J Zhang H Wang,7,100.00%,100.00%
On a new methodology for the design of structure reduced multivariable controllers,On a new methodology for the design of structure reduced multivariable controllers,H Wang I Kookos,8,100.00%,100.00%
Fault Detection for Non-Linear stochastic systems by minimizing residual entropy,Fault detection for non-linear non-Gaussian stochastic systems using entropy optimization principle,H Wang,21,50.00%,45.45%
Insights into the behaviour of systems biology models from dynamic sensitivity and identifiability analysis: a case study of an NF-B signalling pathway,Insights into the behaviour of systems biology models from dynamic sensitivity and identifiability analysis: a case study of an NF-κB signalling pathway,J Knowles H Wang,152,95.45%,95.45%
Mimimum entropy control of B-spline PDF systems with mean constraint,Minimum entropy of B-spline PDF systems with mean constraint,H Wang,35,80.00%,88.89%
Online estimation algorithm for the unknown probability density functions of random parameters in auto-regression and exogenous systems,Online estimation algorithm for the unknown probability density functions of random parameters in auto-regression and exogenous stochastic systems,H Wang Y Wang,7,100.00%,94.44%
Fault diagnosis and fault tolerant control for nonlinear systems,Fault diagnosis and fault-tolerant control in nonlinear systems,,7,66.67%,75.00%
Fault diagnosis for nonlinear systems with linear output structure.,Fault diagnosis in dynamic systems using analytical and knowledge-based redundancy: A survey and some new results,,3965,33.33%,18.75%
Optimal Actuator Fault Detection via MLP Neural Network for PDFs.,Optimal actuator fault detection via MLP neural network for PDFs,Y Zhang C Liu H Wang,4,40.00%,40.00%
Optimal tracking control for output probability density functions：a rational square root model.,Optimal Control Systems by AA Fel'Dbaum,,549,8.33%,16.67%
The studies of MRAS in the case of existing external disturbances,Maternal residence near agricultural pesticide applications and autism spectrum disorders among children in the California Central Valley,,358,18.18%,11.76%
Feeling Music: Integration of Auditory and Tactile Inputs in Musical Meter Perception,Feeling music: integration of auditory and tactile inputs in musical meter perception,J Huang X Wang,20,33.33%,33.33%
An Operant Conditioning Method for Studying Auditory Behaviors in Marmoset Monkeys,An operant conditioning method for studying auditory behaviors in marmoset monkeys,MS Osmanski X Wang,28,27.27%,27.27%
Neural Mechanisms for the Abstraction and Use of Pitch Information in Auditory Cortex,Neural mechanisms for the abstraction and use of pitch information in auditory cortex,X Wang KMM Walker,21,46.15%,46.15%
Neural correlates of the Lombard effect in primate auditory cortex.,Neural correlates of the Lombard effect in primate auditory cortex,X Wang,57,90.00%,90.00%
Level dependence of spatial processing in the primate auditory cortex.,Level dependence of spatial processing in the primate auditory cortex,,29,90.00%,90.00%
Temporal bone characterization and cochlear implant feasibility in the common marmoset (Callithrix jacchus).,Temporal bone characterization and cochlear implant feasibility in the common marmoset (Callithrix jacchus),LA Johnson X Wang,18,92.31%,92.31%
Wireless multi-channel single unit recording in freely moving and vocalizing primates,Wireless multi-channel single unit recording in freely moving and vocalizing primates,S Roy X Wang,36,100.00%,100.00%
Vocal control by common marmoset in the presence of interfering noise.,Vocal control by the common marmoset in the presence of interfering noise,S Roy CT Miller X Wang,93,100.00%,83.33%
Fine Frequency Tuning in Monkey Auditory Cortex and Thalamus.,Fine frequency tuning in monkey auditory cortex and thalamus,EL Bartlett,31,33.33%,33.33%
Measurement of absolute auditory thresholds in the common marmoset (Callithrix jacchus).,Measurement of absolute auditory thresholds in the common marmoset (Callithrix jacchus),MS Osmanski,39,90.91%,90.91%
Correlation of neural response properties with auditory thalamus subdivisions in the awake marmoset.,Correlation of neural response properties with auditory thalamus subdivisions in the awake marmoset,EL Bartlett X Wang,30,92.31%,92.31%
Altered Neural Responses to Sounds in Primate Primary Auditory Cortex during Slow-Wave Sleep,Altered neural responses to sounds in primate primary auditory cortex during slow-wave sleep,X Wang,25,30.77%,30.77%
Vocalization induced cFos expression in marmoset cortex.,Vocalization induced cFos expression in marmoset cortex,CT Miller A Pistorio,31,85.71%,85.71%
Cortical Processing of Dynamic Sound Envelope Transitions.,Cortical processing of dynamic sound envelope transitions,X Wang,19,28.57%,28.57%
The communicative content of the common marmoset phee call during antiphonal calling.,The communicative content of the common marmoset phee call during antiphonal calling,CT Miller X Wang,36,91.67%,91.67%
Contribution of inhibition to stimulus selectivity in primary auditory cortex of awake primates,Contribution of inhibition to stimulus selectivity in primary auditory cortex of awake primates,X Wang,50,100.00%,100.00%
Neural coding of periodicity in marmoset auditory cortex.,Neural coding of periodicity in marmoset auditory cortex,D Bendor X Wang,48,87.50%,87.50%
Motor planning for vocal production in common marmosets,Motor planning for vocal production in common marmosets,CT Miller X Wang,47,100.00%,100.00%
Nonlinear spectrotemporal interactions underlying selectivity for complex sounds in auditory cortex,Nonlinear spectrotemporal interactions underlying selectivity for complex sounds in auditory cortex,X Wang,80,100.00%,100.00%
Antiphonal call timing in marmosets is behaviorally significant: interactive playback experiments,Antiphonal call timing in marmosets is behaviorally significant: Interactive playback experiments,CT Miller X Wang,66,90.91%,90.91%
Sensory responses during sleep in primate primary and secondary auditory cortex.,Sensory responses during sleep in primate primary and secondary auditory cortex,X Wang,72,90.91%,90.91%
"Neural response properties of core fields AI, R, and RT in the auditory cortex of marmoset monkeys","Neural response properties of primary, rostral, and rostrotemporal core fields in the auditory cortex of marmoset monkeys",D Bendor X Wang,150,82.35%,82.35%
Neural coding of temporal information in auditory thalamus and cortex.,Neural coding of temporal information in auditory thalamus and cortex,X Wang D Bendor E Bartlett,124,90.00%,90.00%
Neural substrates of vocalization feedback monitoring in primate auditory cortex,Neural substrates of vocalization feedback monitoring in primate auditory cortex,X Wang,254,100.00%,100.00%
Chronic multi-electrode neural recording in free-roaming monkeys.,Chronic multi-electrode neural recording in free-roaming monkeys,X Wang,51,85.71%,85.71%
Level Invariant Representation of Sounds by Populations of Neurons in Primary Auditory Cortex,Level invariant representation of sounds by populations of neurons in primary auditory cortex,X Wang,99,38.46%,38.46%
A sharper view from the top,A sharper view from the top,X Wang,9,100.00%,100.00%
Differential neural coding of acoustic flutter within primate auditory cortex,Differential neural coding of acoustic flutter within primate auditory cortex,D Bendor X Wang,102,100.00%,100.00%
Neural coding strategies in auditory cortex,Neural coding strategies in auditory cortex,X Wang,99,100.00%,100.00%
Neural representations of temporally-modulated signals in the auditory thalamus of awake primates,Neural representations of temporally modulated signals in the auditory thalamus of awake primates,EL Bartlett X Wang,83,91.67%,84.62%
Evidence of slow maturation of the superior longitudinal fasciculus in early childhood by diffusion tensor imaging,Evidence of slow maturation of the superior longitudinal fasciculus in early childhood by diffusion tensor imaging,J Zhang A Evans L Hermoye,67,100.00%,100.00%
"Acoustical analysis of vocal development in a New World primate, the common marmoset (Callithrix jacchus)","Acoustic analysis of vocal development in a New World primate, the common marmoset (Callithrix jacchus) a",AL Pistorio B Vintch X Wang,123,100.00%,87.50%
Cortical representations of pitch in monkeys and humans,Cortical representations of pitch in monkeys and humans,D Bendor X Wang,126,100.00%,100.00%
A modified technique for high-resolution staining of myelin,A modified technique for high-resolution staining of myelin,AL Pistorio X Wang,41,100.00%,100.00%
Virtual vocalization stimuli for investigating neural representations of species-specific vocalizations,Virtual vocalization stimuli for investigating neural representations of species-specific vocalizations,C DiMattina X Wang,66,100.00%,100.00%
Sensory-motor interactions modulate a primate vocal behavior: antiphonal calling in common marmosets,Sensory-motor interactions modulate a primate vocal behavior: antiphonal calling in common marmosets,CT Miller X Wang,54,100.00%,100.00%
The neuronal representation of pitch in primate auditory cortex,The neuronal representation of pitch in primate auditory cortex,D Bendor X Wang,523,100.00%,100.00%
Sustained firing in auditory cortex evoked by preferred stimuli,Sustained firing in auditory cortex evoked by preferred stimuli,X Wang L Liang,301,100.00%,100.00%
Long-lasting modulation by stimulus context in primate auditory cortex,Long-lasting modulation by stimulus context in primate auditory cortex,EL Bartlett X Wang,145,100.00%,100.00%
Dynamics of auditory-vocal interaction in monkey auditory cortex,Dynamics of auditory–vocal interaction in monkey auditory cortex,X Wang,102,87.50%,87.50%
Wireless multichannel biopotential recording using an integrated FM telemetry circuit,Wireless multichannel biopotential recording using an integrated FM telemetry circuit,P Mohseni,239,100.00%,100.00%
The unexpected consequences of a noisy environment,The unexpected consequences of a noisy environment,X Wang,19,100.00%,100.00%
Information content of auditory cortical responses to time-varying acoustic stimuli,Information content of auditory cortical responses to time-varying acoustic stimuli,X Wang,87,100.00%,100.00%
Auditory cortical responses elicited in awake primates by random spectrum stimuli,Auditory cortical responses elicited in awake primates by random spectrum stimuli,DL Barbour X Wang,76,100.00%,100.00%
Contrast tuning in auditory cortex,Contrast tuning in auditory cortex,DL Barbour X Wang,105,100.00%,100.00%
Sensory-motor interaction in the primate auditory cortex during self-Initiated vocalizations,Sensory-motor interaction in the primate auditory cortex during self-initiated vocalizations,X Wang,206,90.00%,90.00%
Spectral integration in the primary auditory cortex of awake primates: Neurons with single-peaked and multi-peaked tuning curves,Physiology and topography of neurons with multipeaked tuning curves in cat primary auditory cortex,CE Schreiner,249,52.94%,64.29%
Cortical processing of temporal modulations,Cortical processing of temporal modulations,X Wang L Liang,63,100.00%,100.00%
Reward-dependent plasticity in the primary auditory cortex of adult monkeys trained to discriminate temporally modulated signals,Reward-dependent plasticity in the primary auditory cortex of adult monkeys trained to discriminate temporally modulated signals,CE Schreiner,120,100.00%,100.00%
Temporal coherence sensitivity in auditory cortex,Temporal coherence sensitivity in auditory cortex,DL Barbour X Wang,26,100.00%,100.00%
Neural representations of sinusoidal amplitude and frequency modulations in the primary auditory cortex of awake primates,Neural representations of sinusoidal amplitude and frequency modulations in the primary auditory cortex of awake primates,L Liang X Wang,221,100.00%,100.00%
Temporal and rate representations of time-varying signals in the auditory cortex of awake primates,Temporal and rate representations of time-varying signals in the auditory cortex of awake primates,L Liang X Wang,377,100.00%,100.00%
Differential representation of species-specific primate vocalizations in the auditory cortices of marmoset and cat,Differential representation of species-specific primate vocalizations in the auditory cortices of marmoset and cat,X Wang,152,100.00%,100.00%
Neural representation of temporally asymmetric stimuli in the auditory cortex of awake primates,Neural representations of temporally asymmetric stimuli in the auditory cortex of awake primates,L Liang X Wang,133,92.31%,92.31%
Auditory cortical neuron response differences under isoflurane versus pentobarbital anesthesia,Auditory cortical neuron response differences under isoflurane versus pentobarbital anesthesia,SS Nagarajan,82,100.00%,100.00%
On cortical coding of vocal communication sounds in primates,On cortical coding of vocal communication sounds in primates,X Wang,160,100.00%,100.00%
Temporal discharge patterns evoked by rapid sequences of wide- and narrow-band clicks in the primary auditory cortex of cat,Temporal discharge patterns evoked by rapid sequences of wide-and narrowband clicks in the primary auditory cortex of cat,X Wang,82,84.21%,88.89%
Speech modifications algorithms used for training language-learning impaired children,Speech modifications algorithms used for training language learning-impaired children,SS Nagarajan X Wang MM Merzenich,82,77.78%,77.78%
Learning transfer and neuronal plasticity in humans trained in tactile discrimination,Learning transfer and neuronal plasticity in humans trained in tactile discrimination,TPL Roberts X Wang,50,100.00%,100.00%
Language comprehension in language-learning impaired children iImproved with acoustically modified speech,Language comprehension in language-learning impaired children improved with acoustically modified speech,X Wang,1579,90.91%,90.91%
Remodeling of hand representation in adult cortex determined by timing of tactile stimulation,Remodelling of hand representation in adult,X Wang MM Merzenich,476,38.46%,100.00%
Representation of a species-specific vocalization in the primary auditory cortex of the common marmoset: temporal and spectral characteristics,Representation of a species-specific vocalization in the primary auditory cortex of the common marmoset: temporal and spectral characteristics,X Wang MM Merzenich,377,100.00%,100.00%
Transformation of temporal discharge patterns in a VCN stellate cell model: Implications for physiological mechanisms,Transformation of temporal discharge patterns in a ventral cochlear nucleus stellate cell model: implications for physiological mechanisms,X Wang,30,86.67%,76.47%
Neural encoding of single-formant stimuli in the cat II. Responses of anteroventral cochlear nucleus units,Neural encoding of single-formant stimuli in the cat. II. Responses of anteroventral cochlear nucleus units,X Wang,51,93.33%,93.33%
"Neural mechanisms underlying temporal integration, segregation, and input sequence representation: Some implications for the origin of learning disabilities","Neural mechanisms underlying temporal integration, segmentation, and input sequence representation: some implications for the origin of learning disabilities",MM Merzenich C Schreiner,163,88.89%,88.89%
Neural encoding of single-formant stimuli in the cat I. Response of auditory nerve fibers,Neural encoding of single-formant stimuli in the cat. II. Responses of anteroventral cochlear nucleus units,X Wang,51,57.14%,53.33%
Coding of envelope modulation in the auditory nerve and anteroventral cochlear nucleus,[CITATION][C] Coding of envelope modulation in the auditory nerve and anteroventral cochlear nucleus,X Wang,17,100.00%,92.31%
SPECT compton-scattering correlation by analysis of energy spectra,SPECT Compton-scattering correction by analysis of energy spectra,X Wang,130,75.00%,75.00%
